Employee_ID,First_Name,Last_Name,Branch,Role,Hire Date,Departure Date,Salary,Status,Reason For Leaving,Experience,Time to Hire,Age,Gender,Hire Source,Year,Training Cost,Province,Training Period,Time to Hire.1,Recruiting Cost,Average Tenure_per_group,Turnover Rate_per_group,Hiring Rate_per_group,RecordID,Recruitment Expenditure,Recruitment Budget,Variance
74756,Jeffrey,White,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,04/30/2023,08/25/2024,63000,Notice Period,Career Advancement,14,1M,22,Male,Referral,2023,5500,Ontario,60,85,6500,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
33193,John,Fuller,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,04/06/2023,10/08/2023,61000,Not Active,Salary and Benefits,13,1M,44,Male,Referral,2023,5500,British Columbia,60,70,8500,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
93429,Lindsay,Taylor,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,06/20/2023,,43000,Active,,4,2M,28,Female,Referral,2023,5500,Ontario,60,85,6500,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
47753,Janice,Robinson,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,04/29/2023,06/14/2023,39000,Not Active,Salary and Benefits,2,2M,58,Male,Referral,2023,5500,Quebec,60,30,10000,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
19171,Rebekah,Ramirez,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,06/23/2023,,51000,Active,,8,2M,32,Male,Referral,2023,5500,Ontario,60,80,11000,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
53927,Robert,Williams,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,09/15/2023,,49000,Active,,7,2M,53,Male,Referral,2023,5500,Manitoba,60,25,10500,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
92497,Jessica,Torres,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,07/27/2023,,43000,Active,,4,2M,36,Male,Referral,2023,5500,Ontario,60,25,10500,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
76293,David,Wilson,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,01/28/2023,,67000,Active,,16,1M,47,Male,Referral,2023,5500,Ontario,60,50,9500,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
39654,Ashley,Johnston,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,03/16/2023,08/13/2024,63000,Notice Period,Career Advancement,14,2M,58,Male,Referral,2023,5500,Ontario,60,40,7000,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
50360,Kerry,Carlson,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,06/28/2023,09/05/2024,61000,Notice Period,Job Satisfaction,13,2M,30,Male,Referral,2023,5500,Ontario,60,95,9000,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
80122,Robert,Diaz,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,02/23/2023,03/30/2024,37000,Not Active,Work-Life Balance,1,2M,25,Female,Recruiter,2023,5500,Alberta,60,85,8000,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
63388,Mark,Wilson,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,03/23/2023,,61000,Active,,13,1M,30,Male,Referral,2023,5500,Saskatchewan,60,72,9500,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
89933,Haley,Martinez,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,06/25/2023,,55000,Active,,10,2M,46,Male,Job Board,2023,5500,Alberta,60,80,10000,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
80491,Andrea,Moreno,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,01/21/2023,05/20/2024,75000,Not Active,Company Culture,20,1M,42,Female,Referral,2023,5500,Ontario,60,85,6500,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
25729,Kenneth,Stevenson,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,09/19/2023,09/21/2023,65000,Not Active,Job Security,15,1M,25,Male,Job Board,2023,5500,Prince Edward Island,60,80,11000,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
54951,Marco,Berry,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,02/19/2023,,65000,Active,,15,1M,50,Female,Recruiter,2023,5500,Ontario,60,90,10500,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
72616,Audrey,Travis,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,07/25/2023,,45000,Active,,5,1M,28,Male,Referral,2023,5500,British Columbia,60,78,7000,4.32055053,39.13043478,160.8695652,1128,155469.31,176227.84,20758.53
43469,Ryan,Moreno,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,12/06/2023,,88000,Active,,14,1M,53,Male,Referral,2023,9000,British Columbia,90,30,8000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
10088,Nicole,Douglas,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,05/16/2023,,94000,Active,,17,1M,27,Female,Recruiter,2023,9000,Ontario,90,90,8000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
71140,Linda,Gay,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,07/22/2023,,94000,Active,,17,1M,44,Male,Job Board,2023,9000,Ontario,90,65,10000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
88302,Paula,Rivera,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,07/23/2023,,74000,Active,,7,2M,37,Male,Referral,2023,9000,Quebec,90,65,10000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
19008,Andrew,Hunt,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,12/24/2023,,68000,Active,,4,2M,54,Male,Job Board,2023,9000,Ontario,90,70,10500,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
87305,Deborah,Harmon,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,02/02/2023,,68000,Active,,4,2M,50,Female,Recruiter,2023,9000,Quebec,90,52,8500,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
66899,Rebecca,Ryan,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,05/16/2023,11/06/2023,86000,Not Active,Work-Life Balance,13,1M,53,Female,Referral,2023,9000,Ontario,90,40,7000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
58384,Brian,Stevens,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,11/26/2023,02/09/2024,70000,Not Active,Salary and Benefits,5,1M,37,Female,Referral,2023,9000,Alberta,90,78,8000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
22993,Sarah,Evans,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,05/04/2023,08/23/2023,72000,Not Active,Work-Life Balance,6,2M,34,Male,Referral,2023,9000,Quebec,90,55,7500,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
49360,George,Leach,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,03/30/2023,,82000,Active,,11,2M,42,Male,Job Board,2023,9000,Ontario,90,85,6500,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
73447,Jose,Wyatt,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,05/06/2023,12/31/2023,74000,Not Active,Salary and Benefits,7,2M,49,Male,Recruiter,2023,9000,Ontario,90,78,8000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
78277,Paul,Mcguire,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,10/02/2023,,68000,Active,,4,2M,55,Male,Referral,2023,9000,Ontario,90,90,9000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
52305,Christopher,Cox,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,05/31/2023,07/25/2024,62000,Notice Period,Location,1,1M,32,Male,Recruiter,2023,9000,Saskatchewan,90,90,9000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
37780,Pamela,Guzman,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,12/31/2023,,66000,Active,,3,2M,51,Male,Referral,2023,9000,Nova Scotia,90,30,10000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
63621,Kyle,Powell,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,12/13/2023,12/17/2023,62000,Not Active,Personal Reasons,1,1M,54,Female,Recruiter,2023,9000,Quebec,90,70,8500,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
72243,Robert,Davis,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,12/01/2023,,86000,Active,,13,2M,43,Male,Recruiter,2023,9000,Quebec,90,30,8000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
21377,David,Johnson,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,06/02/2023,,62000,Active,,1,1M,31,Female,Referral,2023,9000,Ontario,90,65,13000,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
84797,Nicole,West,Cont Substances&Cannabis Br,Toxicologist/Pharmacologist,01/21/2023,12/13/2023,76000,Not Active,Location,8,2M,49,Male,Referral,2023,9000,Ontario,90,85,10500,4.49491542,44.44444444,155.5555556,1128,155469.31,176227.84,20758.53
40703,Roberto,Gibbs,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,07/27/2023,,70000,Active,,20,1M,30,Male,Referral,2023,5000,Quebec,45,60,13000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
56613,Justin,Alexander,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,08/15/2023,,60000,Active,,15,2M,37,Female,Referral,2023,5000,Alberta,45,60,13000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
22438,Breanna,Marsh,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,11/08/2023,02/17/2024,32000,Not Active,Salary and Benefits,1,1M,41,Male,Referral,2023,5000,Quebec,45,30,8000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
93432,Michelle,Wong,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,09/15/2023,,44000,Active,,7,2M,50,Male,Referral,2023,5000,Ontario,45,80,11000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
76338,Amy,Moses,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,07/18/2023,,54000,Active,,12,2M,32,Female,Referral,2023,5000,New Brunswick,45,65,9000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
36991,Alexander,Vazquez,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,01/29/2023,,40000,Active,,5,2M,28,Female,Referral,2023,5000,Quebec,45,50,9500,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
84890,Katherine,Jackson,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,02/10/2023,09/08/2023,48000,Not Active,Work-Life Balance,9,1M,44,Male,Referral,2023,5000,Alberta,45,95,9000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
46500,Kenneth,Carter,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,10/16/2023,04/19/2024,64000,Not Active,Management and Leadership,17,1M,43,Male,Referral,2023,5000,Manitoba,45,80,12000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
55746,Kelsey,Mendez,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,10/15/2023,09/26/2024,64000,Notice Period,Salary and Benefits,17,1M,26,Male,Referral,2023,5000,Ontario,45,65,13000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
83658,Anthony,Warren,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,07/17/2023,,62000,Active,,16,2M,36,Male,Job Board,2023,5000,Quebec,45,52,8500,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
48913,Nicole,Allen,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,06/14/2023,,68000,Active,,19,1M,43,Male,Job Board,2023,5000,Nova Scotia,45,50,12000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
42401,William,Weber,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,05/05/2023,,36000,Active,,3,2M,46,Female,Job Board,2023,5000,British Columbia,45,90,10500,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
73688,Kevin,Valenzuela,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,02/06/2023,,56000,Active,,13,1M,37,Male,Recruiter,2023,5000,British Columbia,45,52,8500,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
57091,Amanda,Collins,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,06/14/2023,,40000,Active,,5,2M,27,Female,Referral,2023,5000,Quebec,45,60,11000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
66974,Rhonda,Wilson,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,08/01/2023,09/22/2024,32000,Notice Period,Job Satisfaction,1,2M,48,Male,Job Board,2023,5000,Saskatchewan,45,78,8000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
60306,Jessica,Torres,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,07/21/2023,,38000,Active,,4,1M,47,Female,Job Board,2023,5000,New Brunswick,45,85,8000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
24631,Nicholas,Stephens,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,06/18/2023,,50000,Active,,10,1M,56,Male,Job Board,2023,5000,Alberta,45,65,13000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
18328,Laura,Jordan,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,05/12/2023,,40000,Active,,5,2M,45,Female,Recruiter,2023,5000,British Columbia,45,78,7000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
15769,Angela,Perry,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,05/01/2023,,66000,Active,,18,2M,42,Female,Job Board,2023,5000,Ontario,45,75,13000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
35346,Cassandra,Alvarado,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,10/20/2023,,40000,Active,,5,1M,27,Male,Recruiter,2023,5000,New Brunswick,45,45,9000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
70606,Jose,Anderson,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,04/29/2023,,52000,Active,,11,2M,41,Female,Referral,2023,5000,Ontario,45,30,10000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
74292,Edward,Bailey,Cont Substances&Cannabis Br,Laboratory Technician/Scientist,08/31/2023,,50000,Active,,10,2M,45,Male,Referral,2023,5000,Ontario,45,60,13000,4.239884044,34.81781377,165.1821862,1128,155469.31,176227.84,20758.53
29140,Bradley,Collins,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,05/13/2023,,63000,Active,,4,1M,46,Female,Referral,2023,8000,Alberta,90,85,6500,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
21039,Blake,Jones,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,10/09/2023,09/05/2024,67000,Notice Period,Lack of Recognition,6,1M,22,Male,Referral,2023,8000,Saskatchewan,90,80,12000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
16253,William,Wright,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,01/28/2023,,91000,Active,,18,2M,52,Male,Recruiter,2023,8000,Ontario,90,50,9500,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
44337,John,Jones,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,05/06/2023,,89000,Active,,17,2M,40,Male,Job Board,2023,8000,Quebec,90,90,9000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
74983,Mary,Johnson,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,02/11/2023,11/02/2023,67000,Not Active,Career Advancement,6,2M,56,Female,Referral,2023,8000,Ontario,90,78,7000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
11248,Paul,Hull,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,05/16/2023,10/27/2023,57000,Not Active,Salary and Benefits,1,2M,43,Male,Referral,2023,8000,Newfoundland and Labrador,90,70,10500,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
83481,Anthony,Cooper,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,07/02/2023,03/14/2024,69000,Not Active,Company Culture,7,1M,24,Male,Job Board,2023,8000,Saskatchewan,90,50,9500,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
73040,Angela,Dawson,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,10/04/2023,,85000,Active,,15,2M,56,Female,Recruiter,2023,8000,Quebec,90,30,8000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
49479,Tanner,Rocha,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,08/31/2023,,67000,Active,,6,2M,34,Female,Referral,2023,8000,Saskatchewan,90,65,9000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
97959,Sherri,Roy,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,08/18/2023,,75000,Active,,10,1M,55,Male,Referral,2023,8000,Alberta,90,45,9000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
28139,Kristen,Jenkins,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,08/23/2023,,85000,Active,,15,2M,36,Female,Job Board,2023,8000,Manitoba,90,60,13000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
87289,Amanda,Miranda,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,07/11/2023,,89000,Active,,17,2M,40,Male,Job Board,2023,8000,British Columbia,90,90,8000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
71384,Anthony,Franco,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,09/16/2023,,83000,Active,,14,1M,34,Male,Referral,2023,8000,Ontario,90,85,8000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
56433,David,Harrison,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,01/03/2023,12/18/2023,87000,Not Active,Career Advancement,16,1M,32,Female,Referral,2023,8000,Ontario,90,95,9000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
86152,Timothy,Perry,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,09/06/2023,,61000,Active,,3,1M,33,Male,Referral,2023,8000,Ontario,90,65,11000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
15294,Ashley,Dennis,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,04/02/2023,12/17/2023,85000,Not Active,Career Advancement,15,1M,38,Female,Recruiter,2023,8000,Nova Scotia,90,30,10000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
56233,David,Mccann,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,09/19/2023,,93000,Active,,19,1M,46,Female,Job Board,2023,8000,Ontario,90,45,9000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
82195,Anthony,Richardson,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,05/28/2023,10/15/2023,85000,Not Active,Work-Life Balance,15,1M,54,Male,Referral,2023,8000,Ontario,90,63,9500,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
82921,Christopher,Smith,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,07/25/2023,09/17/2024,73000,Notice Period,Job Satisfaction,9,2M,51,Male,Referral,2023,8000,Ontario,90,65,10000,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
47920,Leah,King,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,02/02/2023,05/13/2023,79000,Not Active,Management and Leadership,12,2M,24,Male,Referral,2023,8000,New Brunswick,90,25,10500,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
56552,Nicole,Scott,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,06/18/2023,,61000,Active,,3,2M,32,Male,Recruiter,2023,8000,Alberta,90,110,8500,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
52851,Maria,Contreras,Cont Substances&Cannabis Br,Regulatory Affairs Specialist,09/21/2023,,67000,Active,,6,2M,22,Female,Referral,2023,8000,Ontario,90,110,8500,4.581449439,38.31417625,161.6858238,1128,155469.31,176227.84,20758.53
96041,Jonathan,Mendez,Cont Substances&Cannabis Br,Compliance Officer,08/24/2020,12/18/2022,56000,Not Active,Career Advancement,8,2M,60,Female,Referral,2020,6000,Ontario,60,60,13000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
83713,Lisa,Bell,Cont Substances&Cannabis Br,Compliance Officer,04/29/2020,,64000,Active,,12,2M,25,Male,Job Board,2020,6000,Ontario,60,80,10000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
63484,Philip,Henderson,Cont Substances&Cannabis Br,Compliance Officer,06/25/2020,,78000,Active,,19,1M,25,Male,Job Board,2020,6000,British Columbia,60,30,10000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
48860,Jim,Wyatt,Cont Substances&Cannabis Br,Compliance Officer,11/22/2020,11/07/2023,60000,Not Active,Work-Life Balance,10,1M,22,Male,Job Board,2020,6000,Alberta,60,95,9000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
82157,Allison,Young,Cont Substances&Cannabis Br,Compliance Officer,12/05/2020,,66000,Active,,13,2M,47,Female,Job Board,2020,6000,Quebec,60,72,9500,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
82739,Katherine,Castro,Cont Substances&Cannabis Br,Compliance Officer,03/20/2020,,78000,Active,,19,1M,41,Female,Job Board,2020,6000,Ontario,60,80,12000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
33629,Valerie,Harmon,Cont Substances&Cannabis Br,Compliance Officer,08/26/2020,,42000,Active,,1,2M,59,Male,Referral,2020,6000,Alberta,60,25,9500,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
27785,Stephen,Horn,Cont Substances&Cannabis Br,Compliance Officer,09/25/2020,,52000,Active,,6,2M,49,Male,Referral,2020,6000,New Brunswick,60,55,7500,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
69290,Sean,Smith,Cont Substances&Cannabis Br,Compliance Officer,06/26/2020,,72000,Active,,16,1M,49,Female,Referral,2020,6000,Alberta,60,65,13000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
22645,Crystal,Strickland,Cont Substances&Cannabis Br,Compliance Officer,04/29/2020,,64000,Active,,12,1M,54,Female,Referral,2020,6000,Ontario,60,95,9000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
61639,Dustin,Alvarado,Cont Substances&Cannabis Br,Compliance Officer,12/28/2020,,48000,Active,,4,1M,41,Female,Referral,2020,6000,Ontario,60,72,9500,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
47342,Dylan,Green,Cont Substances&Cannabis Br,Compliance Officer,09/11/2020,,68000,Active,,14,2M,53,Male,Recruiter,2020,6000,Quebec,60,40,7000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
73939,Sarah,Wilson,Cont Substances&Cannabis Br,Compliance Officer,09/21/2020,,46000,Active,,3,1M,33,Male,Referral,2020,6000,Prince Edward Island,60,40,7000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
39656,Yolanda,Wolf,Cont Substances&Cannabis Br,Compliance Officer,11/02/2020,,46000,Active,,3,2M,55,Female,Referral,2020,6000,Ontario,60,63,9500,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
45561,Susan,Wall,Cont Substances&Cannabis Br,Compliance Officer,08/27/2020,,52000,Active,,6,1M,31,Female,Referral,2020,6000,Alberta,60,70,10500,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
60895,Joe,Miller,Cont Substances&Cannabis Br,Compliance Officer,08/03/2020,,68000,Active,,14,2M,41,Male,Recruiter,2020,6000,Ontario,60,85,8000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
34580,Sandra,Nielsen,Cont Substances&Cannabis Br,Compliance Officer,01/31/2020,09/05/2024,44000,Notice Period,Job Security,2,1M,28,Male,Referral,2020,6000,Quebec,60,55,7500,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
91201,Vanessa,Bradley,Cont Substances&Cannabis Br,Compliance Officer,11/27/2020,,44000,Active,,2,1M,31,Male,Referral,2020,6000,British Columbia,60,90,10500,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
52806,Morgan,Patel,Cont Substances&Cannabis Br,Compliance Officer,02/09/2020,,48000,Active,,4,1M,31,Male,Referral,2020,6000,Saskatchewan,60,110,8500,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
15335,Kelly,Herring,Cont Substances&Cannabis Br,Compliance Officer,05/20/2020,,66000,Active,,13,1M,60,Male,Recruiter,2020,6000,Ontario,60,78,7000,4.591212316,32.5,167.5,1101,74331.78,280120.61,205788.83
11638,John,Ferguson,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,10/24/2020,,69000,Active,,17,1M,52,Female,Job Board,2020,5500,Saskatchewan,60,80,11000,4.32055053,39.13043478,160.8695652,1101,74331.78,280120.61,205788.83
39612,Kevin,Jones,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,08/08/2020,09/10/2024,71000,Notice Period,Job Satisfaction,18,1M,54,Male,Job Board,2020,5500,Alberta,60,70,10500,4.32055053,39.13043478,160.8695652,1101,74331.78,280120.61,205788.83
21070,Amanda,Craig,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,07/08/2020,01/19/2023,43000,Not Active,Career Advancement,4,2M,47,Female,Referral,2020,5500,Alberta,60,40,7000,4.32055053,39.13043478,160.8695652,1101,74331.78,280120.61,205788.83
44509,Michael,Edwards,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,08/06/2020,,37000,Active,,1,1M,41,Female,Referral,2020,5500,Ontario,60,85,8000,4.32055053,39.13043478,160.8695652,1101,74331.78,280120.61,205788.83
20679,Crystal,Manning,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,08/16/2020,,61000,Active,,13,2M,37,Female,Referral,2020,5500,Quebec,60,78,8000,4.32055053,39.13043478,160.8695652,1101,74331.78,280120.61,205788.83
51473,Emily,Johnson,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,03/24/2020,,69000,Active,,17,2M,43,Female,Job Board,2020,5500,British Columbia,60,85,10500,4.32055053,39.13043478,160.8695652,1101,74331.78,280120.61,205788.83
89805,Sarah,Smith,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,06/13/2020,10/07/2023,57000,Not Active,Career Advancement,11,1M,51,Female,Recruiter,2020,5500,Quebec,60,60,10000,4.32055053,39.13043478,160.8695652,1101,74331.78,280120.61,205788.83
29270,Gregory,Jenkins,Cont Substances&Cannabis Br,Enforcement Officer/Inspector,10/06/2020,,59000,Active,,12,1M,55,Female,Referral,2020,5500,Newfoundland and Labrador,60,50,9500,4.32055053,39.13043478,160.8695652,1101,74331.78,280120.61,205788.83
